NAME	TITLE	SCORE	
SERPINI1	serpin family I member 1 [Source:HGNC Symbol;Acc:HGNC:8943]	-0.01940471	
SLC22A9	solute carrier family 22 member 9 [Source:HGNC Symbol;Acc:HGNC:16261]	-0.019480027	
TECPR2	tectonin beta-propeller repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:19957]	-0.019812178	
NNAT	neuronatin [Source:HGNC Symbol;Acc:HGNC:7860]	-0.019841539	
BTG1	BTG anti-proliferation factor 1 [Source:HGNC Symbol;Acc:HGNC:1130]	-0.020165391	
BEX3	brain expressed X-linked 3 [Source:HGNC Symbol;Acc:HGNC:13388]	-0.020627147	
TMEM267	transmembrane protein 267 [Source:HGNC Symbol;Acc:HGNC:26139]	-0.020662075	
DLG1	discs large MAGUK scaffold protein 1 [Source:HGNC Symbol;Acc:HGNC:2900]	-0.020672962	
TMEM63C	transmembrane protein 63C [Source:HGNC Symbol;Acc:HGNC:23787]	-0.021076735	
AFDN	"afadin, adherens junction formation factor [Source:HGNC Symbol;Acc:HGNC:7137]"	-0.02154489	
C1QB	complement C1q B chain [Source:HGNC Symbol;Acc:HGNC:1242]	-0.021791141	
CD200	CD200 molecule [Source:HGNC Symbol;Acc:HGNC:7203]	-0.024309063	
C11orf87	chromosome 11 open reading frame 87 [Source:HGNC Symbol;Acc:HGNC:33788]	-0.024564259	
MLLT11	MLLT11 transcription factor 7 cofactor [Source:HGNC Symbol;Acc:HGNC:16997]	-0.024709778	
LYN	"LYN proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6735]"	-0.025067318	
CHST2	carbohydrate sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:1970]	-0.025331922	
ACTG1	actin gamma 1 [Source:HGNC Symbol;Acc:HGNC:144]	-0.025797416	
CAMK1D	calcium/calmodulin dependent protein kinase ID [Source:HGNC Symbol;Acc:HGNC:19341]	-0.02613299	
WDR27	WD repeat domain 27 [Source:HGNC Symbol;Acc:HGNC:21248]	-0.026749035	
ADGRF5	adhesion G protein-coupled receptor F5 [Source:HGNC Symbol;Acc:HGNC:19030]	-0.02742374	
PINLYP	phospholipase A2 inhibitor and LY6/PLAUR domain containing [Source:HGNC Symbol;Acc:HGNC:44206]	-0.02901167	
RPL5	ribosomal protein L5 [Source:HGNC Symbol;Acc:HGNC:10360]	-0.02983498	
WASHC2C	WASH complex subunit 2C [Source:HGNC Symbol;Acc:HGNC:23414]	-0.030079562	
MT3	metallothionein 3 [Source:HGNC Symbol;Acc:HGNC:7408]	-0.030318521	
NRP2	neuropilin 2 [Source:HGNC Symbol;Acc:HGNC:8005]	-0.030321082	
HIKESHI	heat shock protein nuclear import factor hikeshi [Source:HGNC Symbol;Acc:HGNC:26938]	-0.031787723	
RGS16	regulator of G protein signaling 16 [Source:HGNC Symbol;Acc:HGNC:9997]	-0.03405925	
RASSF2	Ras association domain family member 2 [Source:HGNC Symbol;Acc:HGNC:9883]	-0.034461137	
CDK8	cyclin dependent kinase 8 [Source:HGNC Symbol;Acc:HGNC:1779]	-0.034473836	
CDKN2B	cyclin dependent kinase inhibitor 2B [Source:HGNC Symbol;Acc:HGNC:1788]	-0.03448809	
SERPINA3	serpin family A member 3 [Source:HGNC Symbol;Acc:HGNC:16]	-0.035275426	
PCGF2	polycomb group ring finger 2 [Source:HGNC Symbol;Acc:HGNC:12929]	-0.036905073	
JAM2	junctional adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:14686]	-0.036964156	
UPP1	uridine phosphorylase 1 [Source:HGNC Symbol;Acc:HGNC:12576]	-0.037112433	
ANK2	ankyrin 2 [Source:HGNC Symbol;Acc:HGNC:493]	-0.03731575	
CCT6A	chaperonin containing TCP1 subunit 6A [Source:HGNC Symbol;Acc:HGNC:1620]	-0.037998658	
ITGB4	integrin subunit beta 4 [Source:HGNC Symbol;Acc:HGNC:6158]	-0.038728245	
MTRES1	mitochondrial transcription rescue factor 1 [Source:HGNC Symbol;Acc:HGNC:17971]	-0.039413057	
SASH3	SAM and SH3 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:15975]	-0.039619196	
NAIP	NLR family apoptosis inhibitory protein [Source:HGNC Symbol;Acc:HGNC:7634]	-0.040524486	
DYNC2LI1	dynein cytoplasmic 2 light intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:24595]	-0.040602464	
MEIS2	Meis homeobox 2 [Source:HGNC Symbol;Acc:HGNC:7001]	-0.041514825	
DPYSL2	dihydropyrimidinase like 2 [Source:HGNC Symbol;Acc:HGNC:3014]	-0.041564975	
KANSL2	KAT8 regulatory NSL complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:26024]	-0.041908514	
COL4A1	collagen type IV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2202]	-0.042106543	
MAP1B	microtubule associated protein 1B [Source:HGNC Symbol;Acc:HGNC:6836]	-0.044151332	
FMOD	fibromodulin [Source:HGNC Symbol;Acc:HGNC:3774]	-0.044368535	
NCALD	neurocalcin delta [Source:HGNC Symbol;Acc:HGNC:7655]	-0.045721695	
THRSP	thyroid hormone responsive [Source:HGNC Symbol;Acc:HGNC:11800]	-0.04767608	
TUBB4A	tubulin beta 4A class IVa [Source:HGNC Symbol;Acc:HGNC:20774]	-0.047770247	
S100A13	S100 calcium binding protein A13 [Source:HGNC Symbol;Acc:HGNC:10490]	-0.047780827	
NOL4L	nucleolar protein 4 like [Source:HGNC Symbol;Acc:HGNC:16106]	-0.047881883	
GMCL1	"germ cell-less 1, spermatogenesis associated [Source:HGNC Symbol;Acc:HGNC:23843]"	-0.048332073	
DMKN	dermokine [Source:HGNC Symbol;Acc:HGNC:25063]	-0.048810717	
SELENOS	selenoprotein S [Source:HGNC Symbol;Acc:HGNC:30396]	-0.049616877	
SSH2	slingshot protein phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:30580]	-0.050111588	
MARS1	methionyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:6898]	-0.05054149	
IL4I1	interleukin 4 induced 1 [Source:HGNC Symbol;Acc:HGNC:19094]	-0.050769433	
TENT5A	terminal nucleotidyltransferase 5A [Source:HGNC Symbol;Acc:HGNC:18345]	-0.052059054	
AASS	aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:HGNC:17366]	-0.05218759	
RPRM	"reprimo, TP53 dependent G2 arrest mediator homolog [Source:HGNC Symbol;Acc:HGNC:24201]"	-0.05239547	
C1QL1	complement C1q like 1 [Source:HGNC Symbol;Acc:HGNC:24182]	-0.052638188	
MAPT	microtubule associated protein tau [Source:HGNC Symbol;Acc:HGNC:6893]	-0.05271782	
EGR1	early growth response 1 [Source:HGNC Symbol;Acc:HGNC:3238]	-0.052997213	
REG1A	regenerating family member 1 alpha [Source:HGNC Symbol;Acc:HGNC:9951]	-0.053453133	
IFITM3	interferon induced transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:5414]	-0.05361055	
AHI1	Abelson helper integration site 1 [Source:HGNC Symbol;Acc:HGNC:21575]	-0.054142706	
CA3	carbonic anhydrase 3 [Source:HGNC Symbol;Acc:HGNC:1374]	-0.054829683	
ZYX	zyxin [Source:HGNC Symbol;Acc:HGNC:13200]	-0.05492962	
KIF5C	kinesin family member 5C [Source:HGNC Symbol;Acc:HGNC:6325]	-0.0557758	
BDNF	brain derived neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:1033]	-0.055796113	
MBLAC2	metallo-beta-lactamase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:33711]	-0.057074834	
ZNF287	zinc finger protein 287 [Source:HGNC Symbol;Acc:HGNC:13502]	-0.05731275	
WFDC3	WAP four-disulfide core domain 3 [Source:HGNC Symbol;Acc:HGNC:15957]	-0.05807056	
ZFAS1	ZNFX1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:33101]	-0.05819834	
PHOX2B	paired like homeobox 2B [Source:HGNC Symbol;Acc:HGNC:9143]	-0.058212653	
RAB39A	"RAB39A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16521]"	-0.06038579	
RPRD1A	regulation of nuclear pre-mRNA domain containing 1A [Source:HGNC Symbol;Acc:HGNC:25560]	-0.060768366	
DDX39A	DExD-box helicase 39A [Source:HGNC Symbol;Acc:HGNC:17821]	-0.06117891	
WFDC21P	"WAP four-disulfide core domain 21, pseudogene [Source:HGNC Symbol;Acc:HGNC:50357]"	-0.0617318	
HEPH	hephaestin [Source:HGNC Symbol;Acc:HGNC:4866]	-0.062382452	
SYT11	synaptotagmin 11 [Source:HGNC Symbol;Acc:HGNC:19239]	-0.062949225	
TUBB2B	tubulin beta 2B class IIb [Source:HGNC Symbol;Acc:HGNC:30829]	-0.063003585	
ARHGAP45	Rho GTPase activating protein 45 [Source:HGNC Symbol;Acc:HGNC:17102]	-0.06338045	
ARHGDIB	Rho GDP dissociation inhibitor beta [Source:HGNC Symbol;Acc:HGNC:679]	-0.06347504	
GPX4	glutathione peroxidase 4 [Source:HGNC Symbol;Acc:HGNC:4556]	-0.06387588	
MYL1	myosin light chain 1 [Source:HGNC Symbol;Acc:HGNC:7582]	-0.06391659	
ELAVL2	ELAV like RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:3313]	-0.06393291	
DKK2	dickkopf WNT signaling pathway inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:2892]	-0.06507532	
CHRNA3	cholinergic receptor nicotinic alpha 3 subunit [Source:HGNC Symbol;Acc:HGNC:1957]	-0.065912336	
CALB2	calbindin 2 [Source:HGNC Symbol;Acc:HGNC:1435]	-0.066348486	
LCN2	lipocalin 2 [Source:HGNC Symbol;Acc:HGNC:6526]	-0.06682074	
NRK	Nik related kinase [Source:HGNC Symbol;Acc:HGNC:25391]	-0.067192204	
SPN	sialophorin [Source:HGNC Symbol;Acc:HGNC:11249]	-0.06762454	
LILRB5	leukocyte immunoglobulin like receptor B5 [Source:HGNC Symbol;Acc:HGNC:6609]	-0.067839146	
SCG2	secretogranin II [Source:HGNC Symbol;Acc:HGNC:10575]	-0.0681097	
EPOP	elongin BC and polycomb repressive complex 2 associated protein [Source:HGNC Symbol;Acc:HGNC:34493]	-0.06975756	
KRT8	keratin 8 [Source:HGNC Symbol;Acc:HGNC:6446]	-0.069776006	
SYT1	synaptotagmin 1 [Source:HGNC Symbol;Acc:HGNC:11509]	-0.06993548	
STAB1	stabilin 1 [Source:HGNC Symbol;Acc:HGNC:18628]	-0.07001472	
GNG8	G protein subunit gamma 8 [Source:HGNC Symbol;Acc:HGNC:19664]	-0.0714264	
DBP	D-box binding PAR bZIP transcription factor [Source:HGNC Symbol;Acc:HGNC:2697]	-0.07193264	
HROB	homologous recombination factor with OB-fold [Source:HGNC Symbol;Acc:HGNC:28460]	-0.07194302	
ATF3	activating transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:785]	-0.0734858	
ALDOC	"aldolase, fructose-bisphosphate C [Source:HGNC Symbol;Acc:HGNC:418]"	-0.07381001	
LIX1	limb and CNS expressed 1 [Source:HGNC Symbol;Acc:HGNC:18581]	-0.07474406	
PGAM1	phosphoglycerate mutase 1 [Source:HGNC Symbol;Acc:HGNC:8888]	-0.0747558	
VCAM1	vascular cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:12663]	-0.07495653	
PARM1	prostate androgen-regulated mucin-like protein 1 [Source:HGNC Symbol;Acc:HGNC:24536]	-0.0756834	
CXCL14	C-X-C motif chemokine ligand 14 [Source:HGNC Symbol;Acc:HGNC:10640]	-0.0766116	
LURAP1L	leucine rich adaptor protein 1 like [Source:HGNC Symbol;Acc:HGNC:31452]	-0.07680629	
ARHGAP4	Rho GTPase activating protein 4 [Source:HGNC Symbol;Acc:HGNC:674]	-0.0778245	
H2AZ2	H2A.Z variant histone 2 [Source:HGNC Symbol;Acc:HGNC:20664]	-0.078374736	
CMSS1	cms1 ribosomal small subunit homolog [Source:HGNC Symbol;Acc:HGNC:28666]	-0.07848714	
GAP43	growth associated protein 43 [Source:HGNC Symbol;Acc:HGNC:4140]	-0.07981465	
TMEFF2	transmembrane protein with EGF like and two follistatin like domains 2 [Source:HGNC Symbol;Acc:HGNC:11867]	-0.07994965	
CLDN3	claudin 3 [Source:HGNC Symbol;Acc:HGNC:2045]	-0.08027455	
DNAJB5	DnaJ heat shock protein family (Hsp40) member B5 [Source:HGNC Symbol;Acc:HGNC:14887]	-0.08153207	
HLA-B	"major histocompatibility complex, class I, B [Source:HGNC Symbol;Acc:HGNC:4932]"	-0.08174639	
EDIL3	EGF like repeats and discoidin domains 3 [Source:HGNC Symbol;Acc:HGNC:3173]	-0.08180678	
BEX1	brain expressed X-linked 1 [Source:HGNC Symbol;Acc:HGNC:1036]	-0.08182783	
ATP2B1	ATPase plasma membrane Ca2+ transporting 1 [Source:HGNC Symbol;Acc:HGNC:814]	-0.08206416	
DHRS3	dehydrogenase/reductase 3 [Source:HGNC Symbol;Acc:HGNC:17693]	-0.08345715	
PLD4	phospholipase D family member 4 [Source:HGNC Symbol;Acc:HGNC:23792]	-0.084361635	
KRT19	keratin 19 [Source:HGNC Symbol;Acc:HGNC:6436]	-0.08551296	
MPC1	mitochondrial pyruvate carrier 1 [Source:HGNC Symbol;Acc:HGNC:21606]	-0.0857149	
TRH	thyrotropin releasing hormone [Source:HGNC Symbol;Acc:HGNC:12298]	-0.085810855	
FLNA	filamin A [Source:HGNC Symbol;Acc:HGNC:3754]	-0.08588981	
NELL2	neural EGFL like 2 [Source:HGNC Symbol;Acc:HGNC:7751]	-0.08599243	
CDO1	cysteine dioxygenase type 1 [Source:HGNC Symbol;Acc:HGNC:1795]	-0.08622882	
GNG3	G protein subunit gamma 3 [Source:HGNC Symbol;Acc:HGNC:4405]	-0.08640851	
CLU	clusterin [Source:HGNC Symbol;Acc:HGNC:2095]	-0.08735576	
NRXN1	neurexin 1 [Source:HGNC Symbol;Acc:HGNC:8008]	-0.08826746	
PTP4A1	protein tyrosine phosphatase 4A1 [Source:HGNC Symbol;Acc:HGNC:9634]	-0.088301085	
JUN	"Jun proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6204]"	-0.08976595	
IFI27L2	interferon alpha inducible protein 27 like 2 [Source:HGNC Symbol;Acc:HGNC:19753]	-0.08982837	
FGFR2	fibroblast growth factor receptor 2 [Source:HGNC Symbol;Acc:HGNC:3689]	-0.08983606	
CRMP1	collapsin response mediator protein 1 [Source:HGNC Symbol;Acc:HGNC:2365]	-0.0899712	
PCP4L1	Purkinje cell protein 4 like 1 [Source:HGNC Symbol;Acc:HGNC:20448]	-0.09129916	
ELAVL3	ELAV like RNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:3314]	-0.09185589	
AVP	arginine vasopressin [Source:HGNC Symbol;Acc:HGNC:894]	-0.0919098	
SERPINH1	serpin family H member 1 [Source:HGNC Symbol;Acc:HGNC:1546]	-0.09214638	
CD81	CD81 molecule [Source:HGNC Symbol;Acc:HGNC:1701]	-0.09280225	
AQP1	aquaporin 1 (Colton blood group) [Source:HGNC Symbol;Acc:HGNC:633]	-0.09304129	
NPPA	natriuretic peptide A [Source:HGNC Symbol;Acc:HGNC:7939]	-0.09351285	
SHB	SH2 domain containing adaptor protein B [Source:HGNC Symbol;Acc:HGNC:10838]	-0.095707245	
SEPTIN6	septin 6 [Source:HGNC Symbol;Acc:HGNC:15848]	-0.09612623	
CHGB	chromogranin B [Source:HGNC Symbol;Acc:HGNC:1930]	-0.09634136	
STXBP1	syntaxin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11444]	-0.09663249	
IL12A	interleukin 12A [Source:HGNC Symbol;Acc:HGNC:5969]	-0.09727256	
CCL11	C-C motif chemokine ligand 11 [Source:HGNC Symbol;Acc:HGNC:10610]	-0.098229565	
SOX4	SRY-box transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:11200]	-0.099072404	
VAV1	vav guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:12657]	-0.099250555	
GFOD2	glucose-fructose oxidoreductase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28159]	-0.099272706	
PEAK1	pseudopodium enriched atypical kinase 1 [Source:HGNC Symbol;Acc:HGNC:29431]	-0.099904254	
FCRL2	Fc receptor like 2 [Source:HGNC Symbol;Acc:HGNC:14875]	-0.10064608	
PSMB8	proteasome 20S subunit beta 8 [Source:HGNC Symbol;Acc:HGNC:9545]	-0.101446755	
KRT17	keratin 17 [Source:HGNC Symbol;Acc:HGNC:6427]	-0.1021619	
EPHA5	EPH receptor A5 [Source:HGNC Symbol;Acc:HGNC:3389]	-0.10254676	
SS18L2	SS18 like 2 [Source:HGNC Symbol;Acc:HGNC:15593]	-0.10316768	
CAV1	caveolin 1 [Source:HGNC Symbol;Acc:HGNC:1527]	-0.103338026	
KRTDAP	keratinocyte differentiation associated protein [Source:HGNC Symbol;Acc:HGNC:16313]	-0.10362703	
COL4A2	collagen type IV alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2203]	-0.10371076	
HEYL	hes related family bHLH transcription factor with YRPW motif like [Source:HGNC Symbol;Acc:HGNC:4882]	-0.10415984	
SLPI	secretory leukocyte peptidase inhibitor [Source:HGNC Symbol;Acc:HGNC:11092]	-0.10417097	
TMEM150A	transmembrane protein 150A [Source:HGNC Symbol;Acc:HGNC:24677]	-0.10450118	
USP40	ubiquitin specific peptidase 40 [Source:HGNC Symbol;Acc:HGNC:20069]	-0.10527843	
RBMS3	RNA binding motif single stranded interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:13427]	-0.10546294	
PCLAF	PCNA clamp associated factor [Source:HGNC Symbol;Acc:HGNC:28961]	-0.105750926	
BANK1	B cell scaffold protein with ankyrin repeats 1 [Source:HGNC Symbol;Acc:HGNC:18233]	-0.10616656	
CADM1	cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:5951]	-0.10841976	
FBN2	fibrillin 2 [Source:HGNC Symbol;Acc:HGNC:3604]	-0.108490884	
SLIT2	slit guidance ligand 2 [Source:HGNC Symbol;Acc:HGNC:11086]	-0.10882721	
GON7	GON7 subunit of KEOPS complex [Source:HGNC Symbol;Acc:HGNC:20356]	-0.108853675	
ECRG4	ECRG4 augurin precursor [Source:HGNC Symbol;Acc:HGNC:24642]	-0.108925745	
NUDT11	nudix hydrolase 11 [Source:HGNC Symbol;Acc:HGNC:18011]	-0.10974137	
RAC2	Rac family small GTPase 2 [Source:HGNC Symbol;Acc:HGNC:9802]	-0.11015618	
GRP	gastrin releasing peptide [Source:HGNC Symbol;Acc:HGNC:4605]	-0.11033048	
ALDOA	"aldolase, fructose-bisphosphate A [Source:HGNC Symbol;Acc:HGNC:414]"	-0.11129068	
BTG2	BTG anti-proliferation factor 2 [Source:HGNC Symbol;Acc:HGNC:1131]	-0.11241275	
MALAT1	metastasis associated lung adenocarcinoma transcript 1 [Source:HGNC Symbol;Acc:HGNC:29665]	-0.11325003	
IL31RA	interleukin 31 receptor A [Source:HGNC Symbol;Acc:HGNC:18969]	-0.11337709	
PLPP1	phospholipid phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:9228]	-0.113640904	
C1QA	complement C1q A chain [Source:HGNC Symbol;Acc:HGNC:1241]	-0.11404962	
KIF14	kinesin family member 14 [Source:HGNC Symbol;Acc:HGNC:19181]	-0.115723126	
SERTM2	serine rich and transmembrane domain containing 2 [Source:HGNC Symbol;Acc:HGNC:48576]	-0.11577239	
INA	internexin neuronal intermediate filament protein alpha [Source:HGNC Symbol;Acc:HGNC:6057]	-0.11588944	
HPCAL1	hippocalcin like 1 [Source:HGNC Symbol;Acc:HGNC:5145]	-0.11647225	
GTF2I	general transcription factor IIi [Source:HGNC Symbol;Acc:HGNC:4659]	-0.11751735	
GREB1	growth regulating estrogen receptor binding 1 [Source:HGNC Symbol;Acc:HGNC:24885]	-0.117857434	
C4orf48	chromosome 4 open reading frame 48 [Source:HGNC Symbol;Acc:HGNC:34437]	-0.11789471	
CORO1A	coronin 1A [Source:HGNC Symbol;Acc:HGNC:2252]	-0.11891276	
USP9Y	ubiquitin specific peptidase 9 Y-linked [Source:HGNC Symbol;Acc:HGNC:12633]	-0.119727865	
TPM1	tropomyosin 1 [Source:HGNC Symbol;Acc:HGNC:12010]	-0.120951496	
NOP53	NOP53 ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:4333]	-0.121052615	
KMT5B	lysine methyltransferase 5B [Source:HGNC Symbol;Acc:HGNC:24283]	-0.12164519	
OR2V1	olfactory receptor family 2 subfamily V member 1 [Source:HGNC Symbol;Acc:HGNC:8280]	-0.12301614	
ARHGAP25	Rho GTPase activating protein 25 [Source:HGNC Symbol;Acc:HGNC:28951]	-0.12420082	
HOXA5	homeobox A5 [Source:HGNC Symbol;Acc:HGNC:5106]	-0.12479613	
FMN1	formin 1 [Source:HGNC Symbol;Acc:HGNC:3768]	-0.12568302	
ZCCHC12	zinc finger CCHC-type containing 12 [Source:HGNC Symbol;Acc:HGNC:27273]	-0.12636328	
CBLN2	cerebellin 2 precursor [Source:HGNC Symbol;Acc:HGNC:1544]	-0.12658693	
MLC1	modulator of VRAC current 1 [Source:HGNC Symbol;Acc:HGNC:17082]	-0.12729613	
NLRP4	NLR family pyrin domain containing 4 [Source:HGNC Symbol;Acc:HGNC:22943]	-0.12786058	
ESM1	endothelial cell specific molecule 1 [Source:HGNC Symbol;Acc:HGNC:3466]	-0.12801337	
SNAP25	synaptosome associated protein 25 [Source:HGNC Symbol;Acc:HGNC:11132]	-0.12804137	
CCN1	cellular communication network factor 1 [Source:HGNC Symbol;Acc:HGNC:2654]	-0.12823737	
WDFY4	WDFY family member 4 [Source:HGNC Symbol;Acc:HGNC:29323]	-0.12935863	
LEFTY2	left-right determination factor 2 [Source:HGNC Symbol;Acc:HGNC:3122]	-0.12964101	
VGLL2	vestigial like family member 2 [Source:HGNC Symbol;Acc:HGNC:20232]	-0.1300642	
SPARCL1	SPARC like 1 [Source:HGNC Symbol;Acc:HGNC:11220]	-0.13067287	
AGTR2	angiotensin II receptor type 2 [Source:HGNC Symbol;Acc:HGNC:338]	-0.13071974	
CCDC163	coiled-coil domain containing 163 [Source:HGNC Symbol;Acc:HGNC:27003]	-0.13106108	
SNCA	synuclein alpha [Source:HGNC Symbol;Acc:HGNC:11138]	-0.1313844	
SERPING1	serpin family G member 1 [Source:HGNC Symbol;Acc:HGNC:1228]	-0.1325782	
GAS5	growth arrest specific 5 [Source:HGNC Symbol;Acc:HGNC:16355]	-0.13305654	
EBF1	EBF transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3126]	-0.13319272	
TTC3	tetratricopeptide repeat domain 3 [Source:HGNC Symbol;Acc:HGNC:12393]	-0.13410278	
DUSP4	dual specificity phosphatase 4 [Source:HGNC Symbol;Acc:HGNC:3070]	-0.13430446	
CSN3	casein kappa [Source:HGNC Symbol;Acc:HGNC:2446]	-0.13450323	
SYT4	synaptotagmin 4 [Source:HGNC Symbol;Acc:HGNC:11512]	-0.13556884	
IGFBP5	insulin like growth factor binding protein 5 [Source:HGNC Symbol;Acc:HGNC:5474]	-0.1360523	
PVALB	parvalbumin [Source:HGNC Symbol;Acc:HGNC:9704]	-0.13728456	
ATP5MD	ATP synthase membrane subunit DAPIT [Source:HGNC Symbol;Acc:HGNC:30889]	-0.13774432	
NCCRP1	"NCCRP1, F-box associated domain containing [Source:HGNC Symbol;Acc:HGNC:33739]"	-0.13777292	
LMO1	LIM domain only 1 [Source:HGNC Symbol;Acc:HGNC:6641]	-0.13837186	
BEX2	brain expressed X-linked 2 [Source:HGNC Symbol;Acc:HGNC:30933]	-0.13879202	
FLACC1	flagellum associated containing coiled-coil domains 1 [Source:HGNC Symbol;Acc:HGNC:14439]	-0.14037424	
SNCG	synuclein gamma [Source:HGNC Symbol;Acc:HGNC:11141]	-0.14106683	
PDE10A	phosphodiesterase 10A [Source:HGNC Symbol;Acc:HGNC:8772]	-0.1415277	
CEP43	centrosomal protein 43 [Source:HGNC Symbol;Acc:HGNC:17012]	-0.14300127	
NEFM	neurofilament medium [Source:HGNC Symbol;Acc:HGNC:7734]	-0.14319116	
TSHZ2	teashirt zinc finger homeobox 2 [Source:HGNC Symbol;Acc:HGNC:13010]	-0.14326404	
RSAD2	radical S-adenosyl methionine domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30908]	-0.14338216	
CD52	CD52 molecule [Source:HGNC Symbol;Acc:HGNC:1804]	-0.14405172	
NFIA	nuclear factor I A [Source:HGNC Symbol;Acc:HGNC:7784]	-0.14515352	
FABP7	fatty acid binding protein 7 [Source:HGNC Symbol;Acc:HGNC:3562]	-0.1454194	
ACTA2	"actin alpha 2, smooth muscle [Source:HGNC Symbol;Acc:HGNC:130]"	-0.14707638	
KRTAP17-1	keratin associated protein 17-1 [Source:HGNC Symbol;Acc:HGNC:18917]	-0.1471183	
CSF1R	colony stimulating factor 1 receptor [Source:HGNC Symbol;Acc:HGNC:2433]	-0.14793381	
EVI2B	ecotropic viral integration site 2B [Source:HGNC Symbol;Acc:HGNC:3500]	-0.1479344	
TMEM245	transmembrane protein 245 [Source:HGNC Symbol;Acc:HGNC:1363]	-0.1489566	
CH25H	cholesterol 25-hydroxylase [Source:HGNC Symbol;Acc:HGNC:1907]	-0.14935571	
RGS4	regulator of G protein signaling 4 [Source:HGNC Symbol;Acc:HGNC:10000]	-0.14966667	
KLHDC8A	kelch domain containing 8A [Source:HGNC Symbol;Acc:HGNC:25573]	-0.15025029	
LBP	lipopolysaccharide binding protein [Source:HGNC Symbol;Acc:HGNC:6517]	-0.15115605	
APELA	apelin receptor early endogenous ligand [Source:HGNC Symbol;Acc:HGNC:48925]	-0.15180697	
CLEC1B	C-type lectin domain family 1 member B [Source:HGNC Symbol;Acc:HGNC:24356]	-0.15233894	
MAP3K20	mitogen-activated protein kinase kinase kinase 20 [Source:HGNC Symbol;Acc:HGNC:17797]	-0.15243798	
CENPF	centromere protein F [Source:HGNC Symbol;Acc:HGNC:1857]	-0.15287076	
DCAF17	DDB1 and CUL4 associated factor 17 [Source:HGNC Symbol;Acc:HGNC:25784]	-0.1545099	
GIMAP1	"GTPase, IMAP family member 1 [Source:HGNC Symbol;Acc:HGNC:23237]"	-0.15536286	
DBX1	developing brain homeobox 1 [Source:HGNC Symbol;Acc:HGNC:33185]	-0.15566623	
PCDHA4	protocadherin alpha 4 [Source:HGNC Symbol;Acc:HGNC:8670]	-0.15676488	
LSAMP	limbic system associated membrane protein [Source:HGNC Symbol;Acc:HGNC:6705]	-0.15699531	
IKZF1	IKAROS family zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:13176]	-0.1571689	
PCDH9	protocadherin 9 [Source:HGNC Symbol;Acc:HGNC:8661]	-0.15730357	
RBP1	retinol binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9919]	-0.15751113	
DNER	delta/notch like EGF repeat containing [Source:HGNC Symbol;Acc:HGNC:24456]	-0.15779382	
TNFRSF11B	TNF receptor superfamily member 11b [Source:HGNC Symbol;Acc:HGNC:11909]	-0.15928285	
TMX4	thioredoxin related transmembrane protein 4 [Source:HGNC Symbol;Acc:HGNC:25237]	-0.15935448	
APLP2	amyloid beta precursor like protein 2 [Source:HGNC Symbol;Acc:HGNC:598]	-0.1595952	
NRP1	neuropilin 1 [Source:HGNC Symbol;Acc:HGNC:8004]	-0.16015077	
OSTN	osteocrin [Source:HGNC Symbol;Acc:HGNC:29961]	-0.16159941	
COL6A3	collagen type VI alpha 3 chain [Source:HGNC Symbol;Acc:HGNC:2213]	-0.16234525	
FOSB	"FosB proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3797]"	-0.16253006	
